,title,author,imagelist,best
2039,Breaking the Rules,Suzanne Brockmann,Breaking the Rules.jpg,1
2040,Star Wars,Paul S. Kemp,Star Wars.jpg,1
2041,Drawing Conclusions,Donna Leon,Drawing Conclusions.jpg,1
2042,The Land of Painted Caves (with Bonus Content),Jean M. Auel,The Land of Painted Caves (with Bonus Content).jpg,1
2043,Lover Unleashed,J.R. Ward,Lover Unleashed.jpg,1
2044,Mystery,Jonathan Kellerman,Mystery.jpg,1
2045,The Troubled Man,Henning Mankell,The Troubled Man.jpg,1
2046,Sweet Valley Confidential,Francine Pascal,Sweet Valley Confidential.jpg,1
2047,The Pale King,David Foster Wallace,The Pale King.jpg,1
2048,Devious,Lisa Jackson,Devious.jpg,1
2049,The Fifth Witness,Michael Connelly,The Fifth Witness.jpg,1
2050,44 Charles Street,Danielle Steel,44 Charles Street.jpg,1
2051,Miles to Go,Richard Paul Evans,Miles to Go.jpg,1
2052,Crunch Time,Diane Mott Davidson,Crunch Time.jpg,1
2053,The Secret Life of Damian Spinelli,Diane Miller,The Secret Life of Damian Spinelli.jpg,1
2054,Mobbed,Carol Higgins Clark,Mobbed.jpg,1
2055,Treason at Lisson Grove,Anne Perry,Treason at Lisson Grove.jpg,1
2056,Chasing Fire,Nora Roberts,Chasing Fire.jpg,1
2057,Save Me,Lisa Scottoline,Save Me.jpg,1
2058,Please Look After Mom,Kyung-Sook Shin,Please Look After Mom.jpg,1
2059,Midnight and the Meaning of Love,Sister Souljah,Midnight and the Meaning of Love.jpg,1
2060,Hiss of Death,Rita Mae Brown,Hiss of Death.jpg,1
2061,The Sixth Man,David Baldacci,The Sixth Man.jpg,1
2062,Quicksilver,Amanda Quick,Quicksilver.jpg,1
2064,The Priest's Graveyard,Ted Dekker,The Priest's Graveyard.jpg,1
2065,Bel-Air Dead,Stuart Woods,Bel-Air Dead.jpg,1
2066,A Turn in the Road,Debbie Macomber,A Turn in the Road.jpg,1
2067,Born of Shadows,Sherrilyn Kenyon,Born of Shadows.jpg,1
2068,The Lost Fleet: Beyond the Frontier: Dreadnaught,Jack Campbell,The Lost Fleet: Beyond the Frontier: Dreadnaught.jpg,1
2069,Southern Comfort,Fern Michaels,Southern Comfort.jpg,1
2070,Dead Reckoning,Charlaine Harris,Dead Reckoning.jpg,1
2071,10th Anniversary,James Patterson,10th Anniversary.jpg,1
2072,Sixkill,Robert B. Parker,Sixkill.jpg,1
2073,Caleb's Crossing,Geraldine Brooks,Caleb's Crossing.jpg,1
2074,If You Were Here,Jen Lancaster,If You Were Here.jpg,1
2075,The Hot Gate,John Ringo,The Hot Gate.jpg,1
2076,Buried Prey,John Sandford,Buried Prey.jpg,1
2077,The Snowman,Jo Nesbo,The Snowman.jpg,1
2078,Those in Peril,Wilbur Smith,Those in Peril.jpg,1
2079,2030,Albert Brooks,2030.jpg,1
2080,A Time for Patriots,Dale Brown,A Time for Patriots.jpg,1
2081,The Jefferson Key,Steve Berry,The Jefferson Key.jpg,1
2082,The Final Storm,Jeff Shaara,The Final Storm.jpg,1
2083,Embassytown,China Miéville,Embassytown.jpg,1
2084,Conviction,Aaron Allston,Conviction.jpg,1
2085,Long Drive Home,Will Allison,Long Drive Home.jpg,1
2086,Dreams of Joy,Lisa See,Dreams of Joy.jpg,1
2087,Kiss of Snow,Nalini Singh,Kiss of Snow.jpg,1
2088,Trader of Secrets,Steve Martini,Trader of Secrets.jpg,1
2089,Bloodmoney,David Ignatius,Bloodmoney.jpg,1
2090,Hit List,Laurell K. Hamilton,Hit List.jpg,1
2091,The Kingdom,Clive Cussler,The Kingdom.jpg,1
2092,State of Wonder,Ann Patchett,State of Wonder.jpg,1
2093,Summer Rental,Mary Kay Andrews,Summer Rental.jpg,1
2094,Robopocalypse,Daniel H. Wilson,Robopocalypse.jpg,1
2095,Against All Enemies,Tom Clancy,Against All Enemies.jpg,1
2096,One Summer,David Baldacci,One Summer.jpg,1
2097,Folly Beach,Dorothea Benton Frank,Folly Beach.jpg,1
2098,Carte Blanche,Jeffery Deaver,Carte Blanche.jpg,1
2099,Sisterhood Everlasting (Sisterhood of the Traveling Pants),Ann Brashares,Sisterhood Everlasting (Sisterhood of the Traveling Pants).jpg,1
2100,Maine,J. Courtney Sullivan,Maine.jpg,1
2101,Before I Go To Sleep,S. J. Watson,Before I Go To Sleep.jpg,1
2102,The Devil Colony,James Rollins,The Devil Colony.jpg,1
2103,Silver Girl,Elin Hilderbrand,Silver Girl.jpg,1
2104,Fallen,Karin Slaughter,Fallen.jpg,1
2105,Now You See Her,James Patterson,Now You See Her.jpg,1
2106,The Hypnotist,Lars Kepler,The Hypnotist.jpg,1
2107,The Silent Girl,Tess Gerritsen,The Silent Girl.jpg,1
2108,Betrayal of Trust,J. A. Jance,Betrayal of Trust.jpg,1
2109,Escape,Barbara Delinsky,Escape.jpg,1
2110,A Dance with Dragons,George R. R. Martin,A Dance with Dragons.jpg,1
2111,Then Came You,Jennifer Weiner,Then Came You.jpg,1
2112,Quinn,Iris Johansen,Quinn.jpg,1
2113,Iron House,John Hart,Iron House.jpg,1
2114,Portrait of a Spy,Daniel Silva,Portrait of a Spy.jpg,1
2115,Happy Birthday,Danielle Steel,Happy Birthday.jpg,1
2116,Split Second,Catherine Coulter,Split Second.jpg,1
2117,Robert Ludlum's the Bourne Dominion,Eric Van Lustbader,Robert Ludlum's the Bourne Dominion.jpg,1
2118,Burnt Mountain,Anne Rivers Siddons,Burnt Mountain.jpg,1
2119,Scoundrels: Star Wars Legends,Timothy Zahn,Scoundrels: Star Wars Legends.jpg,1
2120,Ghost Story,Jim Butcher,Ghost Story.jpg,1
2121,Full Black,Brad Thor,Full Black.jpg,1
2122,Rules of Civility,Amor Towles,Rules of Civility.jpg,1
2123,Spell Bound,Kelley Armstrong,Spell Bound.jpg,1
2124,Dick Francis's Gamble,Felix Francis,Dick Francis's Gamble.jpg,1
2125,Cold Vengeance,Douglas Preston,Cold Vengeance.jpg,1
2126,Retribution,Sherrilyn Kenyon,Retribution.jpg,1
2127,Back of Beyond,C.J. Box,Back of Beyond.jpg,1
2128,The Ideal Man,Julie Garwood,The Ideal Man.jpg,1
2129,Victory and Honor,W. E. B. Griffin,Victory and Honor.jpg,1
2130,Star Wars: Fate of the Jedi: Ascension,Christie Golden,Star Wars: Fate of the Jedi: Ascension.jpg,1
2131,The Magician King,Lev Grossman,The Magician King.jpg,1
2132,The Omen Machine,Terry Goodkind,The Omen Machine.jpg,1
2133,Flash and Bones,Kathy Reichs,Flash and Bones.jpg,1
2134,The Measure of the Magic,Terry Brooks,The Measure of the Magic.jpg,1
2135,The Language of Flowers,Vanessa Diffenbaugh,The Language of Flowers.jpg,1
2136,Kill Me If You Can,James Patterson,Kill Me If You Can.jpg,1
2137,The Sookie Stackhouse Companion,Charlaine Harris,The Sookie Stackhouse Companion.jpg,1
2138,A Trick of the Light,Louise Penny,A Trick of the Light.jpg,1
2139,The Leftovers,Tom Perrotta,The Leftovers.jpg,1
2140,Only Time Will Tell,Jeffrey Archer,Only Time Will Tell.jpg,1
2141,Northwest Angle,William Kent Krueger,Northwest Angle.jpg,1
2142,The Race,Clive Cussler,The Race.jpg,1
2143,Dark Predator,Christine Feehan,Dark Predator.jpg,1
2144,Prey,Linda Howard,Prey.jpg,1
2145,The Art of Fielding,Chad Harbach,The Art of Fielding.jpg,1
2146,Pirate King,Laurie R. King,Pirate King.jpg,1
2147,The Tears of the Sun,S. M. Stirling,The Tears of the Sun.jpg,1
2148,New York to Dallas,J. D. Robb,New York to Dallas.jpg,1
2149,The Night Circus,Erin Morgenstern,The Night Circus.jpg,1
2150,Abuse of Power,Michael Savage,Abuse of Power.jpg,1
2151,How Firm a Foundation,David Weber,How Firm a Foundation.jpg,1
2152,Goddess of Vengeance,Jackie Collins,Goddess of Vengeance.jpg,1
2153,Forbidden,Ted Dekker,Forbidden.jpg,1
2154,Heat Rises,Richard Castle,Heat Rises.jpg,1
2155,Mematikan (Lethal),Sandra Brown,Mematikan (Lethal).jpg,1
2156,Reamde,Neal Stephenson,Reamde.jpg,1
2157,Son of Stone,Stuart Woods,Son of Stone.jpg,1
2158,The Affair,Lee Child,The Affair.jpg,1
2159,1225 Christmas Tree Lane,Debbie Macomber,1225 Christmas Tree Lane.jpg,1
2160,Feast Day of Fools,James Lee Burke,Feast Day of Fools.jpg,1
2161,Aleph,Paulo Coelho,Aleph.jpg,1
2162,Nightwoods,Charles Frazier,Nightwoods.jpg,1
2163,An O'Brien Family Christmas,Sherryl Woods,An O'Brien Family Christmas.jpg,1
2164,A Lawman's Christmas: A McKettricks of Texas Novel,Linda Lael Miller,A Lawman's Christmas: A McKettricks of Texas Novel.jpg,1
2165,Shock Wave,John Sandford,Shock Wave.jpg,1
2166,Survivors,James Wesley Rawles,Survivors.jpg,1
2167,Neverwinter,R. A. Salvatore,Neverwinter.jpg,1
2168,The Dovekeepers,Alice Hoffman,The Dovekeepers.jpg,1
2169,Lionheart,Sharon Kay Penman,Lionheart.jpg,1
2170,The Best of Me (Movie Tie-In Enhanced Ebook),Nicholas Sparks,The Best of Me (Movie Tie-In Enhanced Ebook).jpg,1
2171,The Marriage Plot,Jeffrey Eugenides,The Marriage Plot.jpg,1
2172,The Walking Dead: Rise of the Governor,Robert Kirkman,The Walking Dead: Rise of the Governor.jpg,1
2173,The Christmas Wedding,James Patterson,The Christmas Wedding.jpg,1
2174,Bonnie,Iris Johansen,Bonnie.jpg,1
2175,Damned,Chuck Palahniuk,Damned.jpg,1
2176,The Sense of an Ending,Julian Barnes,The Sense of an Ending.jpg,1
2177,The Tehran Initiative,Joel C. Rosenberg,The Tehran Initiative.jpg,1
2178,The Lady of the Rivers,Philippa Gregory,The Lady of the Rivers.jpg,1
2179,Double Dexter,Jeff Lindsay,Double Dexter.jpg,1
2180,Zone One,Colson Whitehead,Zone One.jpg,1
2181,The Litigators,John Grisham,The Litigators.jpg,1
2182,1Q84,Haruki Murakami,1Q84.jpg,1
2183,The Snow Angel,Chris Schoebinger,The Snow Angel.jpg,1
2184,The Night Eternal,Guillermo Del Toro,The Night Eternal.jpg,1
2185,Zero Day,David Baldacci,Zero Day.jpg,1
2186,Hotel Vendome,Danielle Steel,Hotel Vendome.jpg,1
2187,Lost December,Richard Paul Evans,Lost December.jpg,1
2188,Out of Oz,Gregory Maguire,Out of Oz.jpg,1
2189,The Wedding Quilt,Jennifer Chiaverini,The Wedding Quilt.jpg,1
2190,I Am Half-Sick of Shadows,Alan Bradley,I Am Half-Sick of Shadows.jpg,1
2191,11 22 63,Stephen King,11 22 63.jpg,1
2192,The Alloy of Law,Brandon Sanderson,The Alloy of Law.jpg,1
2193,The Prague Cemetery,Umberto Eco,The Prague Cemetery.jpg,1
2194,Kill Alex Cross,James Patterson,Kill Alex Cross.jpg,1
2195,V is for Vengeance: A Kinsey Millhone Novel 22,Grafton Sue,V is for Vengeance: A Kinsey Millhone Novel 22.jpg,1
2196,Star Wars the Old Republic -Revan,Drew Karpyshyn,Star Wars the Old Republic -Revan.jpg,1
2197,Explosive Eighteen,Janet Evanovich,Explosive Eighteen.jpg,1
2198,Micro,Michael Crichton,Micro.jpg,1
2199,The Drop,Michael Connelly,The Drop.jpg,1
2200,The Scottish Prisoner,Diana Gabaldon,The Scottish Prisoner.jpg,1
2201,Red Mist,Patricia Cornwell,Red Mist.jpg,1
2202,Death Comes to Pemberley,P. D. James,Death Comes to Pemberley.jpg,1
2203,Locked On,Tom Clancy,Locked On.jpg,1
2204,77 Shadow Street (with bonus novella The Moonlit Mind),Dean Koontz,77 Shadow Street (with bonus novella The Moonlit Mind).jpg,1
2205,Down the Darkest Road,Tami Hoag,Down the Darkest Road.jpg,1
2206,Covert Warriors,W. E. B. Griffin,Covert Warriors.jpg,1
2207,D.C. Dead,Stuart Woods,D.C. Dead.jpg,1
2208,Love in a Nutshell,Janet Evanovich,Love in a Nutshell.jpg,1
2209,A Devil is Waiting,Jack Higgins,A Devil is Waiting.jpg,1
2210,The Hunter,John Lescroart,The Hunter.jpg,1
2211,Halo: Silentium,Greg Bear,Halo: Silentium.jpg,1
2212,Believing the Lie,Elizabeth George,Believing the Lie.jpg,1
2213,Star Wars: Darth Plagueis,James Luceno,Star Wars: Darth Plagueis.jpg,1
2214,Copper Beach,Jayne Ann Krentz,Copper Beach.jpg,1
2215,Lothaire,Kresley Cole,Lothaire.jpg,1
2216,Death of Kings,Bernard Cornwell,Death of Kings.jpg,1
2217,Raylan,Elmore Leonard,Raylan.jpg,1
2218,Shadows in Flight,Orson Scott Card,Shadows in Flight.jpg,1
2219,The Rope,Nevada Barr,The Rope.jpg,1
2220,Taken,Robert Crais,Taken.jpg,1
2221,Darker After Midnight,Lara Adrian,Darker After Midnight.jpg,1
2222,Pineapple Grenade,Tim Dorsey,Pineapple Grenade.jpg,1
2223,Home Front,Kristin Hannah,Home Front.jpg,1
2224,Defending Jacob (TV Tie-In Edition),William Landay,Defending Jacob (TV Tie-In Edition).jpg,1
2225,The Fear Index,Robert Harris,The Fear Index.jpg,1
2226,Kill Shot,Vince Flynn,Kill Shot.jpg,1
2227,Catch Me,Lisa Gardner,Catch Me.jpg,1
2228,Left for Dead,J.A. Jance,Left for Dead.jpg,1
2229,No Mark Upon Her,Deborah Crombie,No Mark Upon Her.jpg,1
2230,Private Games,James Patterson,Private Games.jpg,1
2231,The Wolf Gift,Anne Rice,The Wolf Gift.jpg,1
2232,I've Got Your Number,Sophie Kinsella,I've Got Your Number.jpg,1
2233,The House I Loved,Tatiana de Rosnay,The House I Loved.jpg,1
2234,Oath of Office,Michael Palmer,Oath of Office.jpg,1
2235,Restless in the Grave,Dana Stabenow,Restless in the Grave.jpg,1
2236,Celebrity in Death,J. D. Robb,Celebrity in Death.jpg,1
2237,A Perfect Blood,Kim Harrison,A Perfect Blood.jpg,1
2238,The Shadow Patrol,Alex Berenson,The Shadow Patrol.jpg,1
2239,Sonoma Rose,Jennifer Chiaverini,Sonoma Rose.jpg,1
2240,Lone Wolf,Jodi Picoult,Lone Wolf.jpg,1
2241,Victims,Jonathan Kellerman,Victims.jpg,1
2242,Cinnamon Roll Murder,Joanne Fluke,Cinnamon Roll Murder.jpg,1
2243,The Thief,Clive Cussler,The Thief.jpg,1
2244,A Rising Thunder,David Weber,A Rising Thunder.jpg,1
2245,Fair Game,Patricia Briggs,Fair Game.jpg,1
2246,Chasing Midnight,Randy Wayne White,Chasing Midnight.jpg,1
2247,The Expats,Chris Pavone,The Expats.jpg,1
2248,Crucible of Gold,Naomi Novik,Crucible of Gold.jpg,1
2249,Agony of the Leaves,Laura Childs,Agony of the Leaves.jpg,1
2250,Star Wars: Fate of the Jedi: Apocalypse,Troy Denning,Star Wars: Fate of the Jedi: Apocalypse.jpg,1
